recordID,subjectLocation,subjectLocationRefined
46940,Egypt,Egypt
46940,Egypt,Egypt
46941,Egypt,Egypt
46941,Egypt,Egypt
46942,Ireland,Ireland
46943,England,England
46944,France,France
46944,France,France
46945,Hungary,Hungary
46946,Oceania,Oceania
46947,Oceania,Oceania
46948,Middle East,Middle East
46949,Italy.,Italy
46950,Aquitaine (France),Aquitaine (France)
46951,France,France
46952,United States,United States
46953,Great Britain,Great Britain
46954,Iran,Iran
46954,Iran,Iran
46954,Iran,Iran
46954,Iran,Iran
46955,India,India
46956,Great Britain,Great Britain
46957,Great Britain,Great Britain
46958,United States,United States
46959,Great Britain,Great Britain
46959,Great Britain,Great Britain
46960,Sicily (Italy),Sicily (Italy)
46961,Que´bec (Province),Que´bec (Province)
46961,New York (State),New York (State)
46961,New England,New England
46962,Que´bec (Que´bec),Que´bec (Que´bec)
46962,Que´bec (Que´bec),Que´bec (Que´bec)
46963,Que´bec (Province),Que´bec (Province)
46963,Ontario,Ontario
46964,Que´bec (Province),Que´bec (Province)
46965,Pompeii (Extinct city),Pompeii (Extinct city)
46965,Herculaneum (Extinct city),Herculaneum (Extinct city)
46965,Stabiae (Extinct city),Stabiae (Extinct City)
46966,America,America
46967,United States,United States
46967,United States,United States
46968,Great Britain,Great Britain
46969,New England,New England
46970,Germany,Germany
46971,America,America
46971,America,America
46972,South Africa,South Africa
46973,Scotland,Scotland
46974,,
46975,Canada,Canada
46976,Massachusetts,Massachusetts
46977,England,England
46978,England,England
46979,England,England
46980,Gaul,Gaul
46981,Bohemia (Czech Republic),Bohemia (Czech Republic)
46982,Caroline Islands,Caroline Islands
46982,Mariana Islands,Mariana Islands
46982,Germany,Germany
46983,Austria,Austria
46984,Switzerland,Switzerland
46985,Tyrol (Austria),Tyrol (Austria)
46986,Madagascar,Madagascar
46986,France,France
46986,Madagascar,Madagascar
46986,France,France
46987,St. Austell (England),St. Austell (England)
46988,Scotland,Scotland
46989,United States,United States
46990,Japan,Japan
46991,Beijing (China),Beijing (China)
46991,China,China
46992,Brittany (France),Brittany (France)
46993,Brittany (France),Brittany (France)
46994,Gaul,Gaul
46995,Great Britain,Great Britain
46995,Great Britain,Great Britain
46996,Turkey,Turkey
46997,Siberia (Russia),Siberia (Russia)
46997,Japan.,Japan
46997,China.,China
46997,East Asia,East Asia
46998,France,France
46998,France,France
46999,Jammu and Kashmir (India),Jammu and Kashmir (India)
47000,Tunis (Tunisia),Tunis (Tunisia)
47001,Transylvania (Romania),Transylvania (Romania)
47002,Tartu (Estonia),Tartu (Estonia)
47003,Philippines,Philippines
47004,Australasia,Australasia
47004,New Zealand,New Zealand
47004,Tasmania,Tasmania
47005,"Vietnam, Southern","Vietnam, Southern"
47006,Poland,Poland
47007,Poland,Poland
47008,Sudan,Sudan
47008,Egypt,Egypt
47009,Custer County (Neb.),Custer County (Neb.)
47010,Alaska,Alaska
47011,Acton (Mass. : Town),Acton (Mass. : Town)
47012,America,America
47013,Mexico,Mexico
47014,Santiago (Chile),Santiago (Chile)
47015,Japan,Japan
47016,Alps.,Alps
47016,Caucasus.,Caucasus
47017,India,India
47018,Egypt,Egypt
47019,Egypt,Egypt
47020,Russia,Russia
47021,Brittany (France),Brittany (France)
47022,Vanuatu.,Vanuatu
47023,Ireland,Ireland
47024,Great Britain,Great Britain
47025,Germany,Germany
47026,Ireland,Ireland
47027,Ireland,Ireland
47028,Cheltenham (England),Cheltenham (England)
47029,France,France
47030,France,France
47031,Babylonia,Babylonia
47032,France,France
47033,Europe,Europe
47034,Great Britain,Great Britain
47035,Great Britain,Great Britain
47036,"Africa, East","Africa, East"
47037,United States,United States
47038,"Maine. Laws, statutes, etc.","Maine. Laws, statutes, etc."
47039,Massachusetts,Massachusetts
47040,"Finsbury, England, Clerkenwell (Parish)","Finsbury, England, Clerkenwell (Parish)"
47041,Norway,Norway
47042,France,France
47043,Greece,Greece
47044,Karnataka (India),Karnataka (India)
47045,York (England),York (England)
47046,Germany,Germany
47047,Livonia,Livonia
47048,Japan,Japan
47049,West Indies,West Indies
47050,Great Britain,Great Britain
47051,Vermont,Vermont
47052,East Asia,East Asia
47052,China,China
47052,Indochina,Indochina
47052,France,France
47053,Russia,Russia
47053,Prussia (Germany),Prussia (Germany)
47053,Russia,Russia
47053,Prussia (Germany),Prussia (Germany)
47054,Niger River,Niger River
47054,Sierra Leone,Sierra Leone
47054,Sierra Leone,Sierra Leone
47055,France,France
47056,Norway,Norway
47057,Europe,Europe
47058,France,France
47059,Malay Peninsula,Malay Peninsula
47060,India,India
47060,Tibet Autonomous Region (China),Tibet Autonomous Region (China)
47060,Himalaya Mountains.,Himalaya Mountains
47061,Thailand,Thailand
47061,Thailand,Thailand
47062,Great Britain,Great Britain
47063,Great Britain,Great Britain
47064,Brittany (France),Brittany (France)
47065,Brittany (France),Brittany (France)
47066,Thuringia (Germany),Thuringia (Germany)
47067,France,France
47068,Sweden,Sweden
47069,Iran,Iran
47070,Great Britain,Great Britain
47071,England,England
47072,England,England
47073,Indochina.,Indochina
47074,Confederate States of America,Confederate States of America
47075,United States,United States
47075,United States,United States
47076,America,America
47076,America,America
47077,Guatemala,Guatemala
47078,United States,United States
47078,United States,United States
47079,Alabama,Alabama
47080,Saguenay River Valley (Que´bec),Saguenay River Valley (Que´bec)
47081,Ottawa (Kan.),Ottawa (Kan.)
47082,Santa Barbara County (Calif.),Santa Barbara County (Calif.)
47082,Santa Barbara (Calif.),Santa Barbara (Calif.)
47083,California,California
47083,California,California
47083,California,California
47084,California,California
47085,Pacific States,Pacific States
47086,Wyoming,Wyoming
47086,Wyoming,Wyoming
47087,Alaska,Alaska
47088,Missisquoi River Valley (Vt.-Que.),Missisquoi River Valley (Vt.-Que.)
47088,Orleans County (Vt.),Orleans County (Vt.)
47089,New Mexico,New Mexico
47090,Colorado,Colorado
47090,Kansas,Kansas
47091,Arizona,Arizona
47091,Arizona,Arizona
47092,West (U.S.),West (U.S.)
47092,West (U.S.),West (U.S.)
47092,Rocky Mountains,Rocky Mountains
47093,California,California
47093,California,California
47093,West (U.S.),West (U.S.)
47094,Colorado,Colorado
47094,New Mexico,New Mexico
47094,Utah,Utah
47095,Colorado,Colorado
47095,New Mexico,New Mexico
47095,Utah,Utah
47096,New Mexico,New Mexico
47097,Somerset County (N.J.),Somerset County (N.J.)
47098,United States,United States
47098,Canada,Canada
47099,California,California
47100,Fall River (Mass.),Fall River (Mass.)
47101,Oakland (Calif.),Oakland (Calif.)
47101,Oakland (Calif.),Oakland (Calif.)
47102,United States,United States
47102,United States,United States
47103,England,England
47104,Japan,Japan
47104,Japan,Japan
47105,Brittany (France),Brittany (France)
47106,United States,United States
47107,Greece,Greece
47108,Haiti,Haiti
47109,France,France
47110,Venice (Italy),Venice (Italy)
47111,Florence (Italy),Florence (Italy)
47112,Florence (Italy),Florence (Italy)
47113,Haiti,Haiti
47113,Haiti,Haiti
47113,Haiti,Haiti
47114,Great Britain,Great Britain
47114,Great Britain,Great Britain
47115,Brazil,Brazil
47116,Belize.,Belize
47117,Massachusetts,Massachusetts
47118,Canada,Canada
47118,United States,United States
47118,America,America
47119,United States,United States
47119,Canada,Canada
47120,Guyana.,Guyana
47120,Guyana,Guyana
47121,Central America.,Central America
47121,Honduras.,Honduras
47121,El Salvador.,El Salvador
47122,Maine,Maine
47122,Canada,Canada
47123,New France,New France
47124,New France,New France
47124,Canada,Canada
47125,Canada,Canada
47126,New France,New France
47127,New France,New France
47127,Mississippi River Valley,Mississippi River Valley
47127,Illinois,Illinois
47128,New York (State),New York (State)
47129,Mississippi River,Mississippi River
47130,New France,New France
47131,New France,New France
47132,New France,New France
47133,New France,New France
47134,Spain,Spain
47134,Mexico,Mexico
47135,Spain,Spain
47135,Mexico,Mexico
47136,Spain,Spain
47137,Spain,Spain
47138,Spain,Spain
47139,Spain,Spain
47140,Spain,Spain
47141,Spain,Spain
47142,Spain,Spain
47142,Mexico,Mexico
47143,Spain,Spain
47144,Spain,Spain
47145,Spain,Spain
47146,Spain,Spain
47147,Spain,Spain
47148,Spain,Spain
47149,Spain,Spain
47150,Spain,Spain
47151,Spain,Spain
47152,Spain,Spain
47153,Spain,Spain
47154,Spain,Spain
47155,Roanoke Colony,Roanoke Colony.
47155,Roanoke Island (N.C.),Roanoke Island (N.C.)
47155,Virginia,Virginia
47155,North Carolina,North Carolina
47156,Roanoke Colony.,Roanoke Colony.
47156,Roanoke Island (N.C.),Roanoke Island (N.C.)
47156,Virginia,Virginia
47156,Virginia,Virginia
47157,Roanoke Colony.,Roanoke Colony.
47157,Virginia,Virginia
47157,Virginia,Virginia
47158,United States,United States
47159,United States,United States
47160,New York (N.Y.),New York (N.Y.)
47161,Nevinville (Iowa),Nevinville (Iowa)
47161,Iowa,Iowa
47162,Greece,Greece
47163,Canada,Canada
47164,Norway,Norway
47165,New York (State),New York (State)
47166,Baltimore (Md.),Baltimore (Md.)
47167,France,France
47168,France,France
47169,America,America
47169,America,America
47170,Metz (France),Metz (France)
47171,France,France
47172,France,France
47172,Turkey,Turkey
47173,Berry (France),Berry (France)
47174,Africa,Africa
47175,England,England
47175,England,England
47176,Lake County (Ill.),Lake County (Ill.)
47177,Europe,Europe
47178,Great Britain,Great Britain
47178,Australia.,Australia
47178,New Zealand.,New Zealand
47178,South Africa.,South Africa
47179,Japan.,Japan
47180,Shanghai (China),Shanghai (China)
47180,China,China
47181,Italy,Italy
47181,Naples (Kingdom),Naples (Kingdom)
47182,France,France
47183,France,France
47184,Scandinavia,Scandinavia
47185,Norway,Norway
47186,Sweden,Sweden
47187,Canada,Canada
47187,Canada,Canada
47188,Ireland,Ireland
47189,Turkey,Turkey
47190,Samoan Islands.,Samoan Islands
47190,Samoa.,Samoa
47191,Netherlands,Netherlands
47192,Malta,Malta
47193,Møre og Romsdal fylke (Norway),Møre og Romsdal fylke (Norway)
47194,Philippines,Philippines
47194,"Batangas, Luzon (Province)","Batangas, Luzon (Province)"
47195,Netherlands,Netherlands
47196,Harz Mountains (Germany),Harz Mountains (Germany)
47197,Oceania,Oceania
47197,Oceania,Oceania
47198,Asia,Asia
47198,Indochina,Indochina
47199,United States,United States
47200,United States,United States
47200,Great Britain,Great Britain
47201,United States,United States
47202,United States,United States
47203,United States,United States
47204,United States,United States
47205,United States,United States
47206,United States,United States
47207,"West Indies, British","West Indies, British"
47208,"West Indies, British","West Indies, British"
47209,South America,South America
47210,South America,South America
47211,South America,South America
47212,South America,South America
47213,Mexico,Mexico
47213,Peru,Peru
47213,Mexico,Mexico
47213,Peru,Peru
47213,Andes,Andes
47214,America,America
47215,America,America
47216,Mexico,Mexico
47216,Mexico,Mexico
47217,Mexico,Mexico
47217,Mexico,Mexico
47218,United States,United States
47219,America,America
47220,Philippines,Philippines
47221,China.,China
47222,Spain,Spain
47223,France,France
47224,Confederate States of America,Confederate States of America
47224,United States,United States
47225,United States,United States
47226,United States,United States
47227,Liberia,Liberia
47228,Western Australia.,Western Australia
47229,Mediterranean Sea.,Mediterranean Sea.
47229,Egypt,Egypt
47229,Italy,Italy
47230,Germany,Germany
47231,Germany,Germany
47231,Germany,Germany
47232,Egypt,Egypt
47233,France,France
47234,France,France
47235,France,France
47236,France,France
47237,Paris (France),Paris (France)
47237,France,France
47238,China,China
47239,Cambridge (England),Cambridge (England)
47240,Scandinavia,Scandinavia
47241,Europe,Europe
47242,Paris (France),Paris (France)
47242,Rouen (France),Rouen (France)
47242,Tours (France),Tours (France)
47243,India,India
47243,Russia,Russia
47244,United States,United States
47245,Wessex (England),Wessex (England)
47246,Wessex (England),Wessex (England)
47247,Wessex (England),Wessex (England)
47248,Dorset (England),Dorset (England)
47249,China,China
47250,Portugal,Portugal
47251,Greece,Greece
47252,California,California
47252,California,California
47253,Canada,Canada
47253,New York (State),New York (State)
47254,Southern States,Southern States
47254,Cuba,Cuba
47254,Mammoth Cave (Ky.),Mammoth Cave (Ky.)
47255,Southern States,Southern States
47255,Ohio River Valley,Ohio River Valley
47255,"Southwest, Old","Southwest, Old"
47256,Southern States.,Southern States
47256,Southern States,Southern States
47256,Southern States,Southern States
47256,United States,United States
47257,Pennsylvania,Pennsylvania
47258,Southern States,Southern States
47259,Meffield (Calif.),Meffield (Calif.)
47259,California,California
47259,California,California
47260,Mexico,Mexico
47260,California,California
47260,Polynesia.,Polynesia
47261,Texas,Texas
47262,California,California
47262,Nevada,Nevada
47262,Mexico,Mexico
47263,Canada,Canada
47263,Canada,Canada
47264,Danvers (Mass.),Danvers (Mass.)
47264,Danvers (Mass.),Danvers (Mass.)
47265,Venezuela,Venezuela
47265,Caracas (Venezuela),Caracas (Venezuela)
47266,New York (State),New York (State)
47266,New England,New England
47266,White Mountains (N.H. and Me.),White Mountains (N.H. and Me.)
47267,Santa Catarina (Brazil : State),Santa Catarina (Brazil : State)
47268,United States,United States
47268,United States,United States
47269,United States,United States
47270,Louisiana,Louisiana
47271,Washington (D.C.),Washington (D.C.)
47272,New York (N.Y.),New York (N.Y.)
47272,New York (N.Y.),New York (N.Y.)
47273,Saguenay River (Que´bec).,Saguenay River (Que´bec)
47273,Que´bec (Province).,Que´bec (Province)
47274,Virginia,Virginia
47275,Canadian Rockies (B.C. and Alta.),Canadian Rockies (B.C. and Alta.)
47275,Alberta,Alberta
47276,Cape Vincent (N.Y.),Cape Vincent (N.Y.)
47277,Latin America,Latin America
47277,America,America
47278,Venezuela,Venezuela
47278,Colombia,Colombia
47279,Nhamunda´ River (Brazil),Nhamunda´ River (Brazil)
47280,Cuba.,Cuba
47281,New England,New England
47282,Ontario,Ontario
47282,Ontario,Ontario
47283,Brazil,Brazil
47284,Peru,Peru
47285,Argentina,Argentina
47285,Argentina,Argentina
47286,United States,United States
47286,Canada,Canada
47287,Fort Ticonderoga (N.Y.),Fort Ticonderoga (N.Y.)
47288,Texas,Texas
47288,United States,United States
47289,Brazil,Brazil
47289,Argentina,Argentina
47289,"Brazil, South","Brazil, South"
47290,Haiti,Haiti
47291,United States,United States
47291,United States,United States
47292,New France,New France
47292,America,America
47292,Canada,Canada
47292,Mississippi River Valley,Mississippi River Valley
47293,Fort Monroe (Va.),Fort Monroe (Va.)
47293,Fort Monroe (Va.),Fort Monroe (Va.)
47294,Boston (Mass.),Boston (Mass.)
47295,Oregon,Oregon
47295,Washington (State),Washington (State)
47295,Alaska,Alaska
47296,Pottsville (Pa.),Pottsville (Pa.)
47297,French Guiana,French Guiana
47298,Rocky Mountains.,Rocky Mountains
47298,Colorado,Colorado
47299,Louisiana,Louisiana
47299,"West Indies, French","West Indies, French"
47299,Provence-Alpes-Co^te d'Azur (France),Provence-Alpes-Co^te d'Azur (France)
47299,Cuba,Cuba
47300,Red River Settlement.,Red River Settlement.
47301,"Staten Island (New York, N.Y.)","Staten Island (New York, N.Y.)"
47302,Pennsylvania,Pennsylvania
47302,Ohio,Ohio
47303,Pennsylvania,Pennsylvania
47303,New Jersey,New Jersey
47303,Middle Atlantic States,Middle Atlantic States
47304,Delaware River (N.Y.-Del. and N.J.),Delaware River (N.Y.-Del. and N.J.)
47305,Delaware,Delaware
47305,Delaware,Delaware
47306,Southern States,Southern States
47307,Frederick County (Md.),Frederick County (Md.)
47308,Deer Park (Md.),Deer Park (Md.)
47309,Southern States,Southern States
47309,Cuba,Cuba
47310,Southern States,Southern States
47310,Philadelphia (Pa.),Philadelphia (Pa.)
47310,Washington (D.C.),Washington (D.C.)
47311,United States,United States
47311,Havana (Cuba),Havana (Cuba)
47312,Southern States,Southern States
47313,Virginia,Virginia
47313,North Carolina,North Carolina
47313,Georgia,Georgia
47314,New York (State),New York (State)
47314,Vermont,Vermont
47314,Pennsylvania,Pennsylvania
47314,Montre´al (Que´bec),Montre´al (Que´bec)
47315,Mississippi River Valley,Mississippi River Valley
47315,Ohio River Valley,Ohio River Valley
47315,Kentucky,Kentucky
47316,Latin America,Latin America
47316,Mexico,Mexico
47316,United States,United States
47317,Southern States,Southern States
47317,West Indies,West Indies
47317,Cape Cod (Mass.),Cape Cod (Mass.)
47318,California,California
47319,Pacific States,Pacific States
47319,Alaska,Alaska
47320,Utah,Utah
47320,West (U.S.),West (U.S.)
47321,Canada,Canada
47321,United States,United States
47322,Canada,Canada
47322,Manitoba,Manitoba
47322,Canada,Canada
47322,United States,United States
47323,California,California
47324,San Diego (Calif.),San Diego (Calif.)
47324,San Diego (Calif.),San Diego (Calif.)
47324,San Diego (Calif.),San Diego (Calif.)
47325,Virginia,Virginia
47326,North Carolina,North Carolina
47326,Tennessee,Tennessee
47327,Key West (Fla.),Key West (Fla.)
47328,"Northwest, Old","Northwest, Old"
47328,Mississippi River Valley,Mississippi River Valley
47328,"Superior, Lake.","Superior, Lake."
47328,Michigan,Michigan
47329,United States,United States
47329,Mississippi River Valley,Mississippi River Valley
47330,Mississippi River Valley,Mississippi River Valley
47330,West (U.S.),West (U.S.)
47331,Mississippi River,Mississippi River
47331,Elk Lake (Minn.).,Elk Lake (Minn.).
47332,Maryland,Maryland
47332,Maryland,Maryland
47333,Texas,Texas
